$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
1300001,EPISODE_11_REWARD_WEAPON_BOX,"Use to obtain [EP11] Savinose Legva Weapon of your choice.{nl}ㅤ{nl}{nl}The weapon cannot be further Enhanced, Transcended, Enchanted, Awakened, Dismantled, Extracted, thrown away or have its appearance changed.{nl}ㅤ{nl}{nl}[List of Items]{nl}[EP11] Savinose Legva Crossbow x1{nl}[EP11] Savinose Legva Cannon x1{nl}[EP11] Savinose Legva Dagger x1{nl}[EP11] Savinose Legva Mace x1{nl}[EP11] Savinose Legva Musket x1{nl} [EP11] Savinose Legva Pistol x1{nl}[EP11] Savinose Legva Rapier x1{nl}[EP11] Savinose Legva Shield x1{nl}[EP11] Savinose Legva Spear x1{nl}[EP11] Savinose Legva Rod x1{nl}[EP11] Savinose Legva Sword x1{nl}[EP11] Savinose Legva Bow x1{nl}[EP11] Savinose Legva Two-handed Mace x1{nl}[EP11] Savinose Legva Staff x1{nl}[EP11] Savinose Legva Pike x1{nl}[EP11] Savinose Legva Two-handed Sword x1{nl}[EP11] Savinose Elder Trinket x1",icon_item_jewelrybox_close,None,None,None,None,None,None,None,[EP11] Savinose Weapon Selection Box,0,0.0,0.0,FFFT,9,1.0
1300002,EPISODE_11_REWARD_EQUIP_BOX,"Use to obtain [EP11] Savinose Legva Weapon of your choice.{nl}ㅤ{nl}{nl}The weapon cannot be further Enhanced, Transcended, Enchanted, Awakened, Dismantled, Extracted, thrown away or have its appearance changed.{nl}ㅤ{nl}{nl}[List of Items]{nl}[EP11] Savinose Pilgriste Gloves x1{nl}[EP11] Savinose Pilgriste Boots x1{nl}[EP11] Savinose Legva Pilgriste Pants x1{nl}[EP11] Savinose Pilgriste Robe x1{nl}[EP11] Savinose Vymedzai Leather Gloves x1{nl}[EP11] Savinose Vymedzai Leather Boots x1{nl}[EP11] Savinose Vymedzai Leather Pants x1{nl}[EP11] Savinose Vymedzai Leather Armor x1{nl}[EP11] Savinose Akmo Gauntletx1{nl}[EP11] Savinose Akmo Greaves x1{nl}[EP11] Savinose Akmo Plate Pants x1{nl}[EP11] Savinose Akmo Armor x1",icon_item_jewelrybox_close,None,None,None,None,None,None,None,[EP11] Savinose Armor Selection Box,0,0.0,0.0,FFFT,9,1.0
1400001,Scroll_SkillItem_Custom_Moringponia_01,Item to help during raid. ,icon_item_core_00red,None,None,None,None,None,None,None,Orb of Magic: Remove Mutant,0,0.0,0.0,FFFF,7,1.0
1400002,Scroll_SkillItem_Custom_Moringponia_02,Item to help during raid. ,icon_item_core_03green,None,None,None,None,None,None,None,Orb of Magic:  Raise Immune,0,0.0,0.0,FFFF,7,1.0
1400003,Scroll_SkillItem_Custom_Moringponia_03,Item to help during raid. ,icon_item_core_04blue,None,None,None,None,None,None,None,Orb of Magic: Remove Petrification,0,0.0,0.0,FFFF,7,1.0
1400004,Scroll_SkillItem_Custom_Moringponia_04,Item to help during raid. ,icon_item_core_05purple,None,None,None,None,None,None,None,Orb of Magic: Steal Tantalizer Buff,0,0.0,0.0,FFFF,7,1.0
1400005,Scroll_SkillItem_Custom_Moringponia_05,Item to help during raid. ,icon_item_core_06black,None,None,None,None,None,None,None,Orb of Magic: Target Set,0,0.0,0.0,FFFF,7,1.0
1410001,Ancient_Card_Escarot,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Escarot] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410002,Ancient_Card_Grimreaper,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Grim Reaper] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410003,Ancient_Card_Naktis,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Naktis] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410004,Ancient_Card_Prisoncutter,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Prison Cutter] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410005,Ancient_Card_Fireload,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Fire Lord] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410006,Ancient_Card_Saltistter,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Saltistter] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410007,Ancient_Card_Velniamonkey,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Velnia Monkey] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410008,Ancient_Card_Canceril,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Canceril] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410009,Ancient_Card_FerretMarauder,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Ferret Marauder] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410010,Ancient_Card_Lapene,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Rafene] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410011,Ancient_Card_Mothstem,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Mothstem] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410012,Ancient_Card_Colimencia,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Colimencia] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410013,Ancient_Card_Orkan,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Organ] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410014,Ancient_Card_Sequoia,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Sequoia] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410015,Ancient_Card_Mandara,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Mandara] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410016,Ancient_Card_Castle_princess,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Castle Princess] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410017,Ancient_Card_Torment,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Tormenta] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410018,Ancient_Card_froster_lord,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Froster Lord] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410019,Ancient_Card_Tantaliser,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Tantalizer] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410020,Ancient_Card_Wastrel,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Wastrel] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410021,Ancient_Card_solcomm,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Solcomm] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410022,Ancient_Card_Asiomage,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Asiomage] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410023,Ancient_Card_kucarry_balzermancer,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Kucarry Balzermancer] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410024,Ancient_Card_ProddedHorse,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Prodded Horse] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410025,Ancient_Card_ChiefGuard,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Nebulas] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410026,Ancient_Card_mirtis,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Mirtis] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410027,Ancient_Card_helgasercle,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Helgasercle] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410028,Ancient_Card_Marnoks,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Marnox] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410029,Ancient_Card_Lecifer,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Rexipher] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410030,Ancient_Card_ignas,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Ignas] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410031,Ancient_Card_Zawra,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Zaura] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410032,Ancient_Card_Blud,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Blut] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410033,Ancient_Card_Nuaelle,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Nuaele] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410034,Ancient_Card_succubus,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Succubus] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410035,Ancient_Card_Porahound,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Porahound] Assister Card,0,0.0,0.0,FFFF,7,1.0
1410036,Ancient_Card_Moringponia,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Moringponia] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410037,Ancient_Card_Skiaclipse,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Skiaclipse] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410038,Ancient_Card_Velcoffer,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Velcoffer] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410039,Ancient_Card_Boruta,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Boruta] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410040,Ancient_Card_Baby_Skiaclipse,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Baby Skiaclipse] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410041,Ancient_Card_Baby_Marnoks,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Maru] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410042,Ancient_Card_Baby_Hauberk,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Little Burk] Assister Card,0,0.0,0.0,FFFT,7,1.0
1410043,Ancient_Card_Misrus,Right-click to obtain the assister.{nl}Check the acquired assisters from the Assister Cabinet.,icon_item_ancient_card,None,None,None,None,None,None,None,[Misrus] Assister Card,0,0.0,0.0,FFFT,7,1.0
1420041,Ancient_CardBook_Choice,"Obtain Assister card.{nl} {nl}Only 1 of the 5 assister card can be selected.{nl} {nl}※Use by the Assister Card Album button in the Assister Cabinet.{nl} {nl}※Acquirable Assister Cards{nl}[Normal] - Escarot, Grim Reaper, Naktis, Prison Cutter, Fire Lord, Saltistter, Velnia Monkey, Canceril, Ferret Marauder, Rafene, Mothstem, Colimencia, Organ, Sequoia, Mandara, Castle Princess{nl} {nl}[Magic] - Tormenta, Froster Lord, Tantalizer, Wastrel, Solcomm, Asiomage, Kucarry Balzermancer, Prodded Horse{nl} {nl}[Unique] - Nebulas, Mirtis, Helgasercle, Marnox, Rexipher, Ignas, Zaura, Blut, Nuaele, Succubus{nl} {nl}[Legend] - Moringponia, Skiaclipse, Velcoffer, Boruta, Misrus",icon_item_ancient_cardbook,None,None,None,None,None,None,None,Assister Card Album : Select,0,0.0,0.0,FFFT,18,1.0
1420042,Ancient_CardBook_ALL,"Obtain 5 Assister cards.{nl} {nl}※Use by the Assister Card Album button in the Assister Cabinet.{nl} {nl}※Acquirable Assister Cards{nl}[Normal] - Escarot, Grim Reaper, Naktis, Prison Cutter, Fire Lord, Saltistter, Velnia Monkey, Canceril, Ferret Marauder, Rafene, Mothstem, Colimencia, Organ, Sequoia, Mandara, Castle Princess{nl} {nl}[Magic] - Tormenta, Froster Lord, Tantalizer, Wastrel, Solcomm, Asiomage, Kucarry Balzermancer, Prodded Horse{nl} {nl}[Unique] - Nebulas, Mirtis, Helgasercle, Marnox, Rexipher, Ignas, Zaura, Blut, Nuaele, Succubus{nl} {nl}[Legend] - Moringponia, Skiaclipse, Velcoffer, Boruta, Misrus",icon_item_ancient_cardbook,None,None,None,None,None,None,None,Assister Card Album,0,0.0,0.0,FFFT,18,1.0
1420043,Ancient_boostToken,Applies effects to your character for 1 hour.{nl}Right-click to use.{nl} - Consumes time when you are connected to the game.{nl} - +100% Assister EXP from hunting monsters,icon_item_abilitypoint_ancinet,None,None,None,None,None,[50180],None,Assister EXP Tome ,0,0.0,0.0,FFFT,7,1.0
1420044,Ability_Point_Stone_1000_Acient,"Will increase attribute points by 1,000. Right-click to use. ",icon_item_abilitypoint,None,None,None,None,None,None,None,"Attribute Points 1,000 Ticket",0,1.5,0.0,FFFT,7,1.0
1420045,Ancient_boostToken_150,Applies effects to your character for 1 hour.{nl}Right-click to use.{nl} - Consumes time when you are connected to the game.{nl} - +150% Assister EXP from hunting monsters,icon_item_abilitypoint_ancinet_150,None,None,None,None,None,[50181],[50180],Assister EXP Tome + 150%,0,0.0,0.0,FFFT,7,1.0
1420046,Ancient_boostToken_200,Applies effects to your character for 1 hour.{nl}Right-click to use.{nl} - Consumes time when you are connected to the game.{nl} - +200% Assister EXP from hunting monsters,icon_item_abilitypoint_ancinet_200,None,None,None,None,None,None,[50181],Assister EXP Tome + 200%,0,0.0,0.0,FFFT,7,1.0
2000000,Achieve_Event_Steam_PoPo_Vacation,A title given to winners of the Popo Vacation event. Right-click to use.,icon_item_holyark,None,None,None,None,None,None,None,Title - PoPo Vacation,0,0.0,0.0,FFFT,7,0.0
2000002,Achieve_Steam_PIZZA,A title given to Saviors who have made the world a better place by delivering Pizza. Right-click to use.,icon_item_holyark,None,None,None,None,None,None,None,Title - Pizza Time,0,0.0,0.0,FFFT,7,0.0
2000003,Achieve_Event_Steam_One_of_A_Kind,A title given to One of A Kind players. Right-click to use.,icon_item_holyark,None,None,None,None,None,None,None,Title - One of A Kind,0,0.0,0.0,FFFT,7,0.0
2000005,GLOBAL_HiddenAbility_MasterPiece,Contains a hidden technique. Bring to a Class Master NPC to obtain an Arts of your choice.,icon_item_hiddenability_total,None,None,None,None,None,None,None,Unidentified Mystic Tome Page,0,0.0,0.0,FFFT,18,0.1
2000006,Achieve_Christmas_Master,Use to obtain Christmas Master title. Right-click to use.,icon_item_holyark,None,None,None,None,None,None,None,Title - Christmas Master,0,0.0,0.0,FFFT,7,0.0
201001,ColorSpray_1,Combine items into different ones,icon_item_small_bag,None,None,None,None,None,None,None,Spray - Black,11,1.5,0.0,TTTT,7,1.0
201002,ColorSpray_2,Combine items into different ones,icon_item_small_bag,None,None,None,None,None,None,None,Spray - Red,11,1.5,0.0,TTTT,7,1.0
201003,ColorSpray_3,Combine items into different ones,icon_item_small_bag,None,None,None,None,None,None,None,Spray - White,11,1.5,0.0,TTTT,7,1.0
201004,ColorSpray_4,Combine items into different ones,icon_item_small_bag,None,None,None,None,None,None,None,Spray - Orange,11,1.5,0.0,TTTT,7,1.0
201005,ColorSpray_5,Combine items into different ones,icon_item_small_bag,None,None,None,None,None,None,None,Spray - Yellow,11,1.5,0.0,TTTT,7,1.0
201006,ColorSpray_6,Combine items into different ones,icon_item_small_bag,None,None,None,None,None,None,None,Spray - Green,11,1.5,0.0,TTTT,7,1.0
2050001,Market_Weapon_icor_Sword,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - One-handed Sword,10,0.0,0.0,TFTT,15,1.0
2050002,Market_Weapon_icor_THSword,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Two-handed Sword,10,0.0,0.0,TFTT,15,1.0
2050003,Market_Weapon_icor_Mace,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Blunt,10,0.0,0.0,TFTT,15,1.0
2050004,Market_Weapon_icor_THMace,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Two-handed Blunt,10,0.0,0.0,TFTT,15,1.0
2050005,Market_Weapon_icor_Bow,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Crossbow,10,0.0,0.0,TFTT,15,1.0
2050006,Market_Weapon_icor_THBow,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Bow,10,0.0,0.0,TFTT,15,1.0
2050007,Market_Weapon_icor_Pistol,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Pistol,10,0.0,0.0,TFTT,15,1.0
2050008,Market_Weapon_icor_Musket,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Musket,10,0.0,0.0,TFTT,15,1.0
2050009,Market_Weapon_icor_Spear,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - One-handed Spear,10,0.0,0.0,TFTT,15,1.0
2050010,Market_Weapon_icor_THSpear,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Two-handed Spear,10,0.0,0.0,TFTT,15,1.0
2050011,Market_Weapon_icor_Dagger,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Dagger,10,0.0,0.0,TFTT,15,1.0
2050012,Market_Weapon_icor_Cannon,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Cannon,10,0.0,0.0,TFTT,15,1.0
2050013,Market_Weapon_icor_Staff,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Rod,10,0.0,0.0,TFTT,15,1.0
2050014,Market_Weapon_icor_THStaff,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Staff,10,0.0,0.0,TFTT,15,1.0
2050015,Market_Weapon_icor_Rapier,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Rapier,10,0.0,0.0,TFTT,15,1.0
2050016,Market_Armor_icor_Shield,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in armor items like no other object.,item_icon_weapon_linksoul2,None,None,None,None,None,None,None,Ichor - Shield,10,0.0,0.0,TFTT,15,1.0
2050017,Market_Armor_icor_Shirt,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in armor items like no other object.,item_icon_weapon_linksoul2,None,None,None,None,None,None,None,Ichor - Top,10,0.0,0.0,TFTT,15,1.0
2050018,Market_Armor_icor_Pants,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in armor items like no other object.,item_icon_weapon_linksoul2,None,None,None,None,None,None,None,Ichor - Bottom,10,0.0,0.0,TFTT,15,1.0
2050019,Market_Armor_icor_Gloves,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in armor items like no other object.,item_icon_weapon_linksoul2,None,None,None,None,None,None,None,Ichor - Gloves,10,0.0,0.0,TFTT,15,1.0
2050020,Market_Armor_icor_Boots,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in armor items like no other object.,item_icon_weapon_linksoul2,None,None,None,None,None,None,None,Ichor - Boots,10,0.0,0.0,TFTT,15,1.0
2050021,Market_Weapon_icor_Trinket,No one knows whether Ichors really come from the blood of divine beings. What we do know is that their concentrated power manifests in weapons like no other object.,item_icon_weapon_linksoul1,None,None,None,None,None,None,None,Ichor - Weapon Accessory,10,0.0,0.0,TFTT,15,1.0
