$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
100062,ET_wolf_statue_mage,1,"Although originally created to defend the Royal Mausoleum, it has since shifted into a state that attacks anyone who enters.",0,0,0,mon_wolf_statue_magician,280,None,None,Vikaras Mage,1,5,1,4230,2820,2041,1361,280,280,0,85,464,112,336,3499,2333,57,280,1212814,199,4092,171,57,0
100063,ET_Socket_mage_red,4,Sockets used to live deep inside our world and in the demon realm. They believe on Giltine's promise that their territory will be guaranteed in the earth.,0,0,2,mon_socket_mage_red,280,None,None,Red Socket Mage,4,5,1,2388,1592,2444,1629,280,392,0,185,562,140,280,3997,3997,85,280,1134452,85,3156,99,114,0
100064,ET_Lapezard,1,"Unlike the prejudice of the humans, Lapezards are not Lapes that obtained their current status through long training. Most of them are selected by their breeds and they grow up accordingly and receive the necessary food to become a Lapezard.",0,0,2,mon_lapezard,280,None,None,Lapezard,0,5,1,2041,1361,4153,2769,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100065,ET_Lapfighter,1,"Their status is not high among Lapes, but they are most dangerous and they get encountered often. To receive respect from the other Lapes, they act violently to the ones they encounter with.",0,0,6,mon_lapfighter,280,None,None,Lapfighter,0,5,1,2041,1361,4153,2769,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100066,ET_Lapflammer,1,"For a Lape to Lapflammer, they just need to obtain the weapons they need. But its not that easy since when Lapflammers die, the weapons also get destroyed so its not that easy for the Lapes.",0,0,2,mon_lapflammer,280,None,None,Lapflammer,0,5,1,2041,1361,4153,2769,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100067,ET_Lapemiter,1,"Lapemiter is a unique occupation that is highly respected, but is also looked down upon among Lapes. A Lapemiter serves a religious role, but the other Lapes don't put great emphasis on religious rituals, so they want a Lapemiter to do their exhausting duty.",0,0,2,mon_lapemiter,280,None,None,Lapemiter,0,5,1,2041,1361,4153,2769,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100068,ET_LapeArcher,1,"We can tell Lape society is gradually becoming more complex and differentiated by looking at them distinguishing themselves from each other for even slight differences between them. When humans see them, they look the same, but they differentiate themselves from each other by having different names so humans also call them differently. ",0,0,7,mon_lapearcher,280,None,None,Lapa Archer,0,5,1,2041,1361,4153,2769,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100069,ET_Lapeman,1,"It is not assured that the Lapeman is the undead of a Lape. However, the Lapeman mostly receives respect from the other Lapes.",0,0,7,mon_lapeman,280,None,None,Lapeman,0,5,1,2041,1361,4153,2769,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
10007,Bomb_Defence,6,Monster,64,49,6,icon_item_nothing,1,None,None,Time Bomb,None,2,0,56,37,56,37,1,1,0,2,5,0,1,21,21,2,1,465,2,26,2,2,0
100070,ET_merog_wizzard_orange,3,Merog variant. Slight differences in the mutation process differentiates the variety of Merogs.,0,0,4,mon_merog_wizzard,280,None,None,Orange Merog Shaman,0,5,1,2792,1861,5548,3698,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100071,ET_merog_wogu_orange,3,This reptile monster attacks instinctively but shows as much abilities as its intelligence.,0,0,7,mon_merog_wogu_orange,280,None,None,Green Merog Poison Stinger,0,5,1,3257,1396,6472,2774,280,280,0,114,860,112,336,2370,3555,171,280,1272850,57,2610,57,171,0
100072,ET_maggotegg,6,Monster,0,0,6,mon_maggotegg,280,None,None,Maggot Egg,None,2,2,3256,3256,3256,3256,280,280,0,114,662,140,280,4008,4008,114,280,1871839,114,3351,114,114,0
100073,ET_maggotegg_green,6,Monster,0,0,6,mon_maggotegg_green,280,None,None,Green Maggot Egg,0,2,2,2175,2175,4426,4426,280,280,0,114,860,112,336,3207,4810,171,280,1871839,57,2610,57,171,0
100074,ET_maggotegg_yellow,6,Monster,0,0,6,mon_maggotegg_yellow,280,None,None,Yellow Maggot Egg,None,2,2,3256,3256,3256,3256,280,280,0,114,662,140,280,4008,4008,114,280,1871839,114,3351,114,114,0
100075,ET_Link_stone,6,Monster,0,0,6,icon_item_nothing,280,None,None,Magic Stone of Mutuality,None,2,2,3256,3256,3256,3256,280,280,0,114,662,140,280,4008,4008,114,280,1871839,114,3351,114,114,0
100076,ET_mon_goat_totem,6,Monster,0,0,6,icon_item_nothing,280,None,None,Panto Totem,None,2,2,3256,3256,3256,3256,280,280,0,114,662,140,280,4008,4008,114,280,1871839,114,3351,114,114,0
100077,ET_monskill_bramble_obj,4,Monster,0,0,6,icon_item_nothing,280,None,None,Thorn Tentacle,None,2,2,3256,3256,3256,3256,280,280,0,114,662,140,280,4008,4008,114,280,1871839,114,3351,114,114,0
100078,ET_spell_suppressors,6,Monster,0,0,6,icon_item_nothing,280,None,None,Magic Suppressor,None,2,2,3256,3256,3256,3256,280,280,0,114,662,140,280,4008,4008,114,280,1871839,114,3351,114,114,0
100079,ET_boss_Pinscher,1,"This isn't a strong monster, but tears could be dropping from your eyes if you attack it recklessly.",0,0,0,et_boss_pinscher,280,None,None,G'bb,0,0,3,3263,2175,6639,4426,525,525,0,114,860,210,630,4008,6013,171,280,11231035,57,2610,57,171,0
10008,Bomb_Sin,6,Monster,64,49,6,icon_item_nothing,1,None,None,Time Bomb,None,2,0,56,37,56,37,1,1,0,2,5,0,1,21,21,2,1,465,2,26,2,2,0
100080,ET_boss_Pyroego,2,"Sadly, many strong-spirited people have sided with the demons after Medzio Diena. I believe this is an issue that requires a proper policy of tactical negotiation.",0,0,2,test_boss_pyroego,280,None,None,Pyroego,1,0,3,6762,4508,3263,2175,525,525,0,85,464,210,630,5918,3945,57,280,10701306,199,4092,171,57,0
100081,ET_boss_Gosarius,3,"When a low-ranked monster becomes strong, there are people who still think they are weak. If you don't pay attention to all changes in the current circumstances, these kinds of monsters may become disasters anytime.",0,0,1,et_boss_gosarius,280,None,None,Gosarius,5,0,3,7567,3243,7827,3354,945,472,0,171,562,393,262,5167,5167,85,0,14732292,85,2974,85,142,0
100082,ET_boss_Turtai,4,"Turtai is not on the same side with any goddess. Turtai always wants to strive for its benefits and to accomplish that, it betrays its own species or its allies. But, since there's nothing that humans can provide, there is no way that they would cooperate with humans.",0,0,5,et_boss_turtai,280,None,None,Turtai,1,0,3,7326,3944,3535,1903,525,525,0,85,464,210,630,5918,3945,57,280,10701306,199,4092,171,57,0
