$ID,$ID_NAME,Description,Icon,Name,Type
147347,npc_ftower_gear,,None,마법사의 탑 톱니바퀴,2
147348,event_achat,,None,에하트조각,2
147349,npc_lecife_event,,None,렉시퍼 마족형태,2
147350,mission_chaple_01,,None,성당 미션 게이트,2
147351,chaple_chair_01,,None,성당 미니 의자,2
147352,bell_rope_01,,None,종탑 밧줄,2
147353,chapel_front_gate,,None,성당 게이트,2
147354,gale_bucket_stuff,,None,공구통,2
147355,goat_cable_lever,,None,케이블 카 조종기,2
147357,holly_sphere_chapel_01,,None,팔라딘의 결계_성당A,2
147358,holly_sphere_chapel_02,,None,팔라딘의 결계_성당B,2
147359,shrine_bot,,None,제단,2
147360,holly_sphere_gele,,None,팔라딘의 결계_겔리고원,2
147361,HiddenTrigger_CantGen50,,None,,2
147362,HiddenTrigger_CantGen100,,None,,2
147363,HiddenTrigger_CantGen150,,None,,2
147364,HiddenTrigger_CantGen200,,None,,2
147365,HiddenTrigger_CantGen250,,None,,2
147366,HiddenTrigger_CantGen300,,None,,2
147367,chaple_chair_02,,None,성당 의자,2
147368,magicsquare_3_thornmian_big,,None,,2
147369,magicsquare_3_thornmain_mid,,None,,2
147370,magicsquare_3_thornmain_mini,,None,,2
147371,npc_gesti,,None,제스티,2
147372,blank_npc,,None,빈 NPC,2
147373,holly_oliphant_1,,None,성구,2
147374,HiddenWall_10_500_500,,None,,2
147375,siau_tent_01,,None,샤울레이 텐트,2
147376,siau_fence_01,,None,샤울레이 울타리,2
147377,npc_gele_dummy_01,,None,겔리고원 길막,2
147378,npc_gele_dummy_02,,None,겔리고원 길막,2
147379,chaple_gate_02,,None,성당 게이트,2
147380,blank_npc_2,,None,빈 NPC 2번,2
147381,chaple_gate_open,,None,성당 게이트,2
147382,npc_blackman,,None,주시자,2
147383,npc_giltine,,None,길티네,2
147384,npc_hiddennpc02,,None,미션 게이트,2
147385,npc_saule_goddess,,None,여신 사울레,2
147386,npc_saule_female_1,,None,사울레 여신도1,2
147387,huevill_merge_gray,,None,칠채곡 석상1,2
147388,huevill_mothtem_gray,,None,칠채곡 석상2,2
147389,npc_saule_male_1,,None,사울레 남신도1,2
147390,npc_paladin_follower1_1,,None,팔라딘 추종자A1,2
147391,npc_paladin_follower3_1,,None,팔라딘 추종자C1,2
147392,treasure_box1,,None,보물상자1,2
147393,treasure_box3,,None,보물상자3,2
147394,treasure_box4,,None,보물상자4,2
147395,treasure_box5,,None,보물상자5,2
147396,huevill_chief,,None,칠채곡 촌장,2
147397,npc_saule_female_2,,None,사울레 여신도2,2
147398,npc_saule_male_2,,None,사울레 남신도2,2
147399,npc_paladin_follower1_2,,None,팔라딘 추종자A2,2
147400,npc_paladin_follower1_3,,None,팔라딘 추종자A3,2
147401,npc_paladin_follower3_2,,None,팔라딘 추종자C2,2
147402,npc_paladin_follower3_3,,None,팔라딘 추종자C3,2
147403,npc_paladin_follower2_1,,None,팔라딘 추종자B1,2
147404,npc_paladin_follower2_2,,None,팔라딘 추종자B2,2
147405,npc_paladin_follower2_3,,None,팔라딘 추종자B3,2
147406,npc_paladin_follower2_4,,None,팔라딘 추종자B4,2
147407,npc_huevill_male_1,,None,칠채곡 남자1,2
147408,npc_huevill_male_2,,None,칠채곡 남자2,2
147409,npc_huevill_male_3,,None,칠채곡 남자3,2
147410,npc_soldier_female_01,,None,경비병 여자,2
147411,npc_thorn_flower,,None,가시 꽃,2
147412,npc_thorn_bigflower,,None,큰 가시 꽃,2
147413,npc_gele_sanctuary_1,,None,겔리고원 결계,2
147414,npc_Obelisk,,None,오벨리스크,2
147415,npc_soldier_female_02,,None,경비병 여자2,2
147416,npc_soldier_female_03,,None,경비병 여자3,2
147417,Huevillage_Altar,,None,제단,2
147418,npc_huevill_female_1,,None,칠채곡 여자1,2
147419,npc_huevill_female_2,,None,칠채곡 여자2,2
147420,npc_huevill_female_3,,None,칠채곡 여자3,2
147421,npc_paladin_noinst3_1,,None,팔라딘 추종자 악기없음C1,2
147422,npc_paladin_noinst3_2,,None,팔라딘 추종자 악기없음C2,2
147423,npc_paladin_noinst3_3,,None,팔라딘 추종자 악기없음C3,2
147424,npc_gele_firepuppet,,None,소환 주술인형,2
147425,npc_Florijonas,,None,플로리요나스,2
147426,npc_paladin_noinst3_2_pet,,None,컴패니언 상인,2
147428,npc_tableland_guy,,None,엘레베이터 남,2
147429,npc_p_villageuncle1,,None,페디미안 남자1,2
147430,npc_p_villageuncle2,,None,페디미안 남자2,2
147431,npc_p_villageuncle3,,None,페디미안 남자3,2
147432,npc_potter,,None,도자기 빚는 노인,2
147433,npc_p_villageuncle1_cart1,,None,페디미안 수레 남,2
147434,npc_SAP_master,,minimap_man_archer,새퍼 마스터,2
147435,npc_THA_master,,minimap_man_scout,쏘마터지 마스터,2
147436,npc_FLT_master,,minimap_man_archer,플레쳐 마스터,2
147437,npc_village_uncle_1_nonwindow,,None,마을 아저씨1,2
147438,npc_COS_master,,minimap_man_scout,커세어 마스터,2
147439,npc_SQR_master,,minimap_man_scout,스콰이어 마스터,2
147440,npc_village_uncle_8_nowindow,,None,마을 아저씨8,2
147441,npc_PDN_master,,minimap_man_cleric,파드너 마스터,2
147442,npc_WRC_master,,minimap_man_wizard,엘리멘탈리스트 마스터,2
147443,npc_DOP_master,,minimap_man_master,도펠죌트너 마스터,2
147444,npc_village_uncle_4_nowindow,,None,마을 아저씨4,2
147445,npc_QRS_master,,minimap_man_archer,쿼렐슈터 마스터,2
147446,npc_NEC_master,,minimap_man_wizard,네크로맨서 마스터,2
147447,npc_ARC_master,,minimap_man_archer,아처 마스터,2
147448,npc_CHR_master,,minimap_man_wizard,크로노맨서 마스터,2
147449,npc_grita,,None,그리타,2
147450,npc_Carnivore,,None,광폭해진 카너버,2
147451,npc_Panto,,None,새끼 판토,2
147452,npc_gabia_goddess,,None,여신 가비야,2
147453,mine_crystal_red,,None,광산 수정 바구니,2
147454,npc_Nepenthes,,None,잠든 네펜더스,2
147455,HiddenWall_250_250_300,,None,,2
147456,npc_Unknocker,,None,수상한 보물 상자,2
147457,npc_Offset_1,,None,중앙 기둥,2
147458,npc_drum_M,,None,드럼통,2
147459,npc_drum_S,,None,작은 드럼통,2
147460,npc_Golemlet,,None,작은 골렘,2
147461,npc_mushroom_mini,,None,작은 그리바,2
147462,npc_Mushcaria,,None,머슈카리아,2
147463,stontablet_down_1,,None,유적지대 석판,2
147464,stontablet_down_2,,None,유적지대 석판,2
147465,campfire_wood,,None,장작더미,2
147466,pub_book,,None,주점책,2
147467,zachariel_guardian_2,,None,왕릉 수호자,2
147468,rokas_beacon,,None,봉화대,2
147469,noshadow_npc,,None,그림자없는 NPC,2
147470,Goblin_spear_npc,,None,쓰러진 부베,2
147471,HiddenWarp,,minimap_portal,　,2
147472,npc_mineloader,,None,움직이지 않는 마인로더,2
147473,npc_village_female,,None,마을 아가씨,2
147475,npc_zachariel_cube_mini,,None,왕릉 미니 큐브,2
147476,npc_beekeeper1,,None,양봉가1,2
147477,npc_beekeeper2,,None,양봉가2,2
147478,npc_beekeeper3,,None,양봉가3,2
147479,npc_beekeeper4,,None,양봉가4,2
147480,npc_beekeeper5,,None,양봉가5,2
147481,npc_village_male_a1,,None,마을 청년A1,2
147482,npc_village_male_a2,,None,마을 청년A2,2
147483,npc_village_male_a3,,None,마을 청년A3,2
147484,npc_village_male_b1,,None,마을 청년B1,2
147485,npc_village_male_b2,,None,마을 청년B2,2
147486,npc_village_male_b3,,None,마을 청년B3,2
147488,icewall_flash,,None,얼음기둥,2
147489,npc_matron_nowindow,,None,중년 부인,2
147491,npc_austeja_female_1,,None,아우스테야 여신도1,2
147492,npc_austeja_female_2,,None,아우스테야 여신도2,2
147493,npc_cleric_f_2,,None,약사,2
147494,pub_waiter,,None,주점 웨이터,2
147495,npc_stonefroster,,None,잠든 스톤프로스터,2
147496,npc_village_uncle_9_nowindow,,None,마을 아저씨9,2
147497,npc_RingCrawler,,None,기계 장치,2
147498,npc_f_tower_Ele,,None,안타레스,2
147499,npc_investigation01,,None,조사단장,2
147500,whorfzone,,minimap_portal,워프 마법진,2
147501,npc_Obelisk_broken,,None,부서진 오벨리스크,2
147502,firetower_device_01,,None,마력 안정화 장치,2
147503,firetower_gear_01,,None,마력 기어,2
147504,firetower_valve_01,,None,마력 밸브,2
147505,npc_Gargoyle,,None,가고일 석상,2
147507,blank_npc_warp,,minimap_erosion,빈 NPC 프리던전 입구용,2
147508,npc_Corsair_m,,None,해적 단원 남자,2
147509,npc_Corsair_f,,None,해적 단원 여자,2
147510,npc_Schwarzereiter_m,,None,황금노래 용병단원 남자,2
147511,npc_Schwarzereiter_f,,None,황금노래 용병단원 여자,2
147512,npc_Monk_m,,None,몽크 사제 남자,2
147513,npc_Monk_f,,None,몽크 사제 여자,2
147514,npc_MNK_master_NoRun,,None,몽크 마스터(Run 없음),2
147515,npc_Doppelsoldner_m,,None,칼날서약 용병단원 남자,2
147516,npc_Doppelsoldner_f,,None,칼날서약 용병단원 여자,2
147517,npc_fishing_manager,,None,낚시터 관리인,2
147518,npc_diana,,None,디아나,2
148001,blank_npc_moon,,None,빈 NPC,2
150000,npc_junk_shop,,minimap_kedora,유랑 상인 게랄다스,2
150001,npc_skill_misc_shop_2,,None,스킬 재료 상인,2
150002,npc_skill_misc_shop_3,,None,스킬 재료 상인,2
150003,npc_equip_shop_270_315,,None,장비 보급병,2
150004,FishingPlace,,None,낚시터,2
150005,FishingFire_1,,None,낚시 모닥불,2
150006,fishingbox1,,None,살림통 1단계,2
150007,fishingbox2,,None,살림통 2단계,2
150009,gacha_cube1,,None,레티샤 시크릿 큐브,2
150010,Hiddennpc_Challenge_Start,,None,챌린지 모드 입장,2
150011,Hiddennpc_Challenge_Next,,None,스텝 업,2
150012,Hiddennpc_Challenge_Stop,,None,모드 종료,2
150013,gacha_cube2,,None,레티샤의 성탄 선물,2
150016,d_raid_spell_crystal_red,,None,테라 정수,2
150017,d_raid_magicsquare,,None,,2
150018,d_raid_Warp_maig_square,,minimap_portal,,2
150019,barbershop_curtain,,None,미용실 커튼,2
150020,dressroom_curtain,,None,의상실 커튼,2
150023,uniqraid_startower_npc_ramunas,,None,라무나스,2
150024,uniqraid_startower_npc_kron,,None,크론,2
150025,uniqraid_startower_magiccondense,,None,마력 응축 장치,2
150031,uniqraid_startower_magiccontrol_black,,None,마력 제어 장치,2
150032,uniqraid_startower_power_control,,None,동력 제어 장치,2
150033,uniqraid_startower_soul_gathering,,None,영혼집약기,2
150034,uniqraid_startower_Soul_stone,,None,영혼 증폭석,2
150035,uniqraid_startower_magiccontrol_green,,None,마력 제어 장치,2
150036,uniqraid_startower_magiccontrol_yellow,,None,마력 제어 장치,2
150037,uniqraid_startower_magiccontrol_blue,,None,마력 제어 장치,2
150038,uniqraid_startower_magiccontrol_red,,None,마력 제어 장치,2
150039,uniqraid_startower_HiddenWall_120_120_500,,None,,2
150040,uniqraid_startower_HiddenTrigger1,,None,서쪽 동력 장치,2
150041,uniqraid_startower_HiddenTrigger2,,None,동쪽 동력 장치,2
150042,uniqraid_startower_HiddenWall_120_120_500_0,,None,,2
150043,uniqraid_startower_HiddenWall_120_120_500_45,,None,,2
150044,uniqraid_startower_HiddenWall_120_120_500_90,,None,,2
150045,uniqraid_startower_InvisbleWall_10_160_500_0,,None,,2
150046,uniqraid_startower_InvisbleWall_200_200_500_0,,None,,2
150047,uniqraid_startower_InvisbleWall_0_0_0_0,,None,,2
150048,uniqraid_startower_InvisbleWall_150_120_500_0,,None,,2
150049,uniqraid_startower_InvisbleWall_10_160_500_1,,None,,2
150051,fishingbox3,,None,살림통 3단계,2
150171,stones_startower,,None,숨겨진 마력원,2
150172,magicsquare_1_mini_fantasylib,,None,마법진,2
150173,supplemants_fantasylib,,None,앰플,2
150175,fl_crystal_red_deffense,,None,붉은 경계석,2
150176,npc_agailla_flurry_deffense,,None,아가일라 플러리,2
150178,npc_schaffenstar_adaux,,None,아다욱스,2
150179,npc_schaffenstar_member2_4,,None,샤펜스타 단원 여4,2
150180,npc_schaffenstar_member2_5,,None,샤펜스타 단원 여5,2
150181,star_stone_01_small_startower_sp,,None,마력 잔류물 (특수),2
150182,npc_schaffenstar_ignas,,None,샤펜스타 단장 이그나스,2
150183,npc_sage_female_1,,None,세이지 여1,2
150184,shadow_raid_device_on,,None,전등 장치 (켜짐),2
150185,shadow_raid_device_off,,None,전등 장치 (꺼짐),2
150186,shadow_raid_stone_on,,None,섀도우맨서 마스터의 봉인석 (켜짐),2
150187,shadow_raid_stone_off,,None,섀도우맨서 마스터의 봉인석 (꺼짐),2
150188,shadow_raid_orb,,None,봉인의 오브,2
150199,shadow_raid_door,,None,봉인의 문,2
150200,npc_ghost_soldier_castle,,None,유령 병사,2
150201,castle94_gate,,None,캐슬 정문,2
150202,castle94_gate_opened,,None,캐슬 정문(열림),2
150203,Shadowmancer_seal_cage,,None,그림자 감옥,2
150204,HiddenWall_500_300_300,,None,,2
150205,npc_stockades_uphill,,None,방책,2
150206,npc_Ragana,,None,마신 라가나,2
150207,npc_holy_romuva,,None,신성의 나모트,2
150208,npc_terramancer_master,,minimap_man_wizard,테라맨서 마스터,2
150209,npc_MEI_master,,minimap_man_master,매화검수 마스터,2
150210,npc_baiga,,None,바이가,2
150211,npc_Zofija_Eleonora,,minimap_man_cleric,크루세이더 마스터,2
150212,npc_rangda_master,,minimap_man_scout,랑다 마스터,2
150213,npc_Arbalester_master,,minimap_man_archer,아발리스터 마스터,2
150214,npc_thetree_root,,None,신수의 뿌리,2
150215,npc_raima_wheel,,None,라이마의 물레,2
150216,npc_MasterRangda_Barong,,None,미엘라스,2
150217,npc_Crusader_01,,None,크루세이더1,2
150218,npc_Crusader_02,,None,크루세이더2,2
150219,npc_kingdom_soldier,,None,왕국군 병사,2
150220,npc_kingdom_schaffenmem1,,None,저항군 단원1,2
150221,npc_kingdom_schaffenmem2,,None,저항군 단원2,2
150222,npc_kingdom_schaffenmem3,,None,저항군 단원3,2
150223,npc_kingdom_schaffencap,,None,저항군 간부,2
150224,npc_kingdom_paladin_follower1,,None,팔라딘 추종자1,2
150225,npc_kingdom_paladin_follower2,,None,팔라딘 추종자2,2
150226,npc_kingdom_owl_statue,,None,부엉이 조각상,2
150227,npc_goddess_Laima_ep12,,None,갇힌 라이마,2
150228,npc_glacier_tuto_rp_mon,,None,UnvisibleName,2
150229,npc_glacier_tuto_rp_NPC_01,,None,한기가 응축된 장치,2
150230,npc_rangdagirl_01,,None,랑다 소녀,2
150231,npc_memorialstone_remains,,None,비석의 잔해,2
150232,npc_ancientmonument,,None,고대 비석,2
150233,npc_f_castle_101_alter_01,,None,제단,2
150234,npc_f_castle_101_altar_02,,None,중앙 제단,2
150235,npc_bower_stone,,None,바우어 마석,2
150236,npc_bower_branch_01,,None,바우어 나뭇가지,2
150237,npc_goddess_Ausirine,,None,여신 아우슈리네,2
150238,npc_rangdagirl_02,,None,하얀 랑다 소녀,2
150239,npc_MasterRangda_Barong2,,None,미엘라스,2
150240,npc_rangdagirl_03,,None,검은 랑다 소녀,2
150241,npc_giltine_01,,None,길티네,2
150242,npc_rada_goddess_ep13_1,,None,여신 라다,2
150243,black_crack_Q1,,None,검은 균열,2
150244,ep13_mine_cart_Q1,,None,균열 채굴용 수레,2
150245,blackman_crystal_Q1,,None,주시자의 검은 수정,2
150246,blackman_crystal_find,,None,UnvisibleName,2
150247,blackman_crystal_center,,None,UnvisibleName,2
151000,closing_device,,None,폐쇄장치,2
151001,spell_crystal_red,,None,마력이 맺힌 결정,2
151002,spell_crystal_gem_red,,None,홍염의 보석,2
151003,spell_suppressors,,None,마력 억제기,2
151004,crystal2,,None,수정2,2
151005,npc_antares,,None,안타레스,2
151006,mine_purify_01,,None,정화장치,2
151007,stone_ground,,None,연출용 돌바닥,2
151008,mine_elevator,,None,광산 승강기,2
151009,mine_miner,,None,광산 광부,2
151010,mine_matron,,None,광산 부인,2
151011,mine_village_female,,None,광산 아가씨,2
151012,mine_Laima,,None,광산 소녀 라이마,2
151013,mine_crystal_red2,,None,광산 수정,2
151014,mine_crystal,,None,수정 벽,2
151015,mine_purify_01_parts1,,None,정화장치 부품1,2
151016,mine_purify_01_parts2,,None,정화장치 부품2,2
151017,mine_purify_01_parts3,,None,정화장치 부품3,2
151018,noshadow_npc_8,,None,그림자없는 NPC,2
151019,noshadow_npc_16,,None,그림자없는 NPC,2
151020,noshadow_npc_32,,None,그림자없는 NPC,2
151021,noshadow_npc_64,,None,그림자없는 NPC,2
151022,npc_orb1,,None,신전의 제사 도구,2
151023,branch_01,,None,나뭇가지,2
151024,austeja_alter,,None,아우스테야 제단,2
151025,beehive_1,,None,양봉 벌집,2
151026,beehive_2,,None,부서진 벌집,2
151027,beehive_3,,None,벌집,2
151028,gale_bucket_stuff2,,None,물통,2
151029,boxes_01,,None,상자더미01,2
151030,boxes_02,,None,상자더미02,2
151031,wood_piece_01,,None,나무토막,2
151032,scarecrow_01,,None,허수아비,2
151033,npc_aurelius,,None,아우렐리우스,2
151034,npc_fedimian_merchant,,minimap_man_shop,페디미안 잡화 상인,2
151035,npc_fedimian_merchant_1,,minimap_man_armor,페디미안 장비상인,2
151036,npc_fedimian_merchant_4,,minimap_man_smith,페디미안 대장장이,2
151037,npc_fedimian_mercenary_1,,None,페디미안 용병 의뢰소 관리 소장,2
151038,npc_fedimian_merchant_3,,minimap_man_ace,페디미안 악세사리 상인,2
151039,npc_fedimian_mercenary_2,,None,페디미안 관리직원,2
151040,npc_fedimian_f_1,,None,페디미안 마을 주민 여자,2
151041,npc_austeja_goddess,,None,여신 아우스테야,2
151042,NPC_GM,,minimap_event_1,GM,2
151043,star_sphere_01,,None,별의 탑 천체구,2
151044,star_hourglass_01,,None,별의 탑 모래시계,2
151045,star_lantern_01,,None,별의 탑 랜턴,2
151046,star_stone_01,,None,스타스톤,2
151047,candlestick_01,,None,촛대,2
151048,star_stone_01_small,,None,스타스톤의 결정,2
151049,npc_FAL_master,,minimap_man_archer,응사 마스터,2
151050,ftower_sealstorn,,None,봉인석,2
151051,pillarobb_crystal,,None,검은 수정,2
151052,npc_zacharial_desk2,,None,왕릉 책상2,2
151053,npc_grita_phoenix,,None,그리타 피닉스,2
151054,catacomb_wall,,None,카타콤 벽,2
151055,bones,,None,뼈,2
151056,Link_stone,,None,교감의 마법석,2
151057,regenerative_stone,,None,마력 재생석,2
151058,Space_stone,,None,공간마석,2
151059,npc_catacomb_tomb_01,,None,카타콤 무덤01,2
151060,npc_catacomb_tomb_02,,None,카타콤 무덤02,2
151061,npc_hawk,,None,매,2
151062,npc_warehouse_fedimian,,minimap_werehouse,페디미안 창고지기(임시),2
151063,npc_FNC_master,,minimap_man_master,펜서 마스터,2
151064,npc_wooden_romuva_white,,None,억제의 나모트,2
151065,soul_gathering_mchn_5,,None,영혼 아귀,2
151066,c_orsha_wood,,None,오르샤 나무,2
151067,old_wooden_box_S,,None,작은 나무 궤짝,2
151068,npc_DRG_master,,minimap_man_master,드라군 마스터,2
151069,npc_WAR_master,,minimap_man_wizard,워록 마스터,2
151070,npc_FTF_master,,minimap_man_wizard,페더풋 마스터,2
151071,npc_CNN_master,,minimap_man_archer,캐노니어 마스터,2
151072,npc_MSK_master,,minimap_man_archer,머스킷티어 마스터,2
151073,npc_PGD_master,,minimap_man_cleric,플레이그닥터 마스터,2
151074,npc_KBL_master,,minimap_man_cleric,카발리스트 마스터,2
151075,npc_SNB_master,,minimap_man_scout,시노비 마스터,2
151076,noshadow_npc_128,,None,그림자없는 NPC,2
151077,npc_mardas,,None,연락병 마르다스,2
151078,orsha_soldier_f_2,,None,오르샤 병사 여 2,2
151079,orsha_soldier_f_3,,None,오르샤 병사 여 3,2
151080,orsha_f_4,,None,오르샤 주민 여4,2
151081,orsha_m_5_1,,None,오르샤 주민 남5_1,2
151082,orsha_m_5_2,,None,오르샤 주민 남5_2,2
151083,orsha_m_6_1,,None,오르샤 주민 남6_1,2
151084,orsha_m_6_2,,None,오르샤 주민 남6_2,2
151085,orsha_m_7_1,,None,오르샤 주민 남7_1,2
151086,orsha_m_7_2,,None,오르샤 주민 남7_2,2
151087,orsha_m_8_1,,None,오르샤 주민 남8_1,2
151088,orsha_m_8_2,,None,오르샤 주민 남8_2,2
151089,orsha_m_9_1,,None,오르샤 주민 남9_1,2
151090,orsha_m_9_2,,None,오르샤 주민 남9_2,2
151091,orsha_m_10_1,,None,오르샤 주민 남10_1,2
151092,orsha_m_10_2,,None,오르샤 주민 남10_2,2
151093,orsha_m_11_1,,None,오르샤 주민 남11_1,2
151094,orsha_m_11_2,,None,오르샤 주민 남11_2,2
151095,orsha_m_12_1,,None,오르샤 주민 남12_1,2
151096,orsha_m_12_2,,None,오르샤 주민 남12_2,2
151097,orsha_m_13_1,,None,오르샤 주민 남13_1,2
151098,orsha_m_13_2,,None,오르샤 주민 남13_2,2
151099,prison_bars1,,None,감옥 철창1,2
151100,prison_bars2,,None,감옥 철창2,2
151101,prison_bars3,,None,감옥 철창3,2
151102,noshadow_npc_MANA_WAR,,None,마력전쟁 투명 NPC,2
151103,noshadow_npc_DELIVERY_CHARGES,,None,배달충전 투명 NPC,2
151105,monument_03_small,,None,작은_유적지대_비석03,2
151106,npc_RUN_master,,minimap_man_wizard,룬캐스터 마스터,2
151107,npc_zanas,,None,자나스,2
151108,prison_device_1,,None,비밀 장치1,2
151109,prison_device_2,,None,비밀 장치2,2
151110,prison_device_3,,None,비밀 장치3,2
151111,pentagonal_prism_1,,None,오각 기둥,2
151112,npc_Socket_mage_red,,None,붉은 소켓 메이지,2
151113,mine_crystal_red2_small,,None,작은 광산 수정,2
151114,vine_f_orchard_34_3,,None,바르하 숲 덩굴,2
151115,HiddenWall_prison_81,,None,,2
151116,bookshelf_1,,None,싱글책장,2
151117,bookshelf_2,,None,더블책장,2
151118,castle_ramp_1,,None,캐슬램프,2
151119,castle_ramp_2,,None,캐슬마법램프,2
151120,white_paper1,,None,내용 있는 하얀 종이,2
151121,white_paper2,,None,하얀 종이,2
151122,fabric_1,,None,천조각,2
151123,strongbox_1,,None,금고상자,2
151124,obj_CardBattle_table,,None,나무 테이블,2
151125,cathedral_furniture_big_OBB,,None,가구더미(큰 OBB),2
151126,obj_ExplosionTrap,,None,폭발트랩,2
151127,pentagonal_prism_1_mon,,None,붉은 수정,2
151128,miko_altar_1,,None,무녀 제단,2
151129,strongbox_1_no_obb,,None,금고상자(OBB 없음),2
151130,strongbox_ftower_69_2,,None,금고상자(발판 OBB),2
151131,d_firetower_book_pile_1,,None,책더미 1,2
151132,d_firetower_book_pile_2,,None,책더미 2,2
151133,d_firetower_book_pile_3,,None,책더미 3,2
151134,npc_vincentass,,None,빈센타스,2
151135,npc_plaguedoctor_m_2,,None,플레이그 닥터 유그리나스,2
151136,austeja_alter2,,None,유데이안 제단,2
151146,npc_poodle_m,,None,푸들 남자,2
151147,npc_tiecat_f,,None,고양이 여자,2
151148,npc_poporion_f,,None,포포리온 여자,2
151150,klaipeda_vendor,,None,축제용 장난감 가판대,2
151151,klaipeda_balloons,,None,축제용 풍선 가판대,2
151152,klaipeda_christmas_tree_npc,,None,2주년 기념수,2
151153,NPC_Golddog,,None,황금개,2
151154,treeday_1,,None,묘목,2
151155,treeday_2,,None,묘목,2
151156,treeday_3,,None,성목,2
151157,treeday_4,,None,성목,2
151158,treeday_5,,None,풍성한 성목,2
151159,treeday_6,,None,풍성한 성목,2
151160,treeday_7,,None,풍성한 성목,2
151161,treeday_square,,None,화단,2
151162,npc_2017wedding_1_f,,None,2017 메이 웨딩 여자 NPC,2
151163,npc_artefact_bouquet01,,None,신부 부케,2
151164,npc_2018wedding_1_f,,None,2018 황금빛 페어리 웨딩 여자 NPC,2
151165,playground_goalpost,,None,축구 골대,2
151166,strongbox_1_event,,minimap_event_3,금고상자,2
151167,treasure_box5_event,,minimap_event_2,보물상자5,2
151168,npc_moon,,minimap_event_1,보름달,2
151169,stone_hill_show_name,,None,돌 더미,2
151170,dirt_heal_2_show_name,,None,모래 더미,2
151171,npc_kupole_1_event,,minimap_event_1,이벤트 큐폴1,2
151172,npc_kupole_2_event,,minimap_event_1,이벤트 큐폴2,2
151173,npc_kupole_3_event,,minimap_event_1,이벤트 큐폴3,2
151174,npc_kupole_4_event,,minimap_event_1,이벤트 큐폴4,2
151175,npc_kupole_5_event,,minimap_event_1,이벤트 큐폴5,2
151176,npc_kupole_6_event,,minimap_event_1,이벤트 큐폴6,2
151177,npc_giltine_weapon_event,,minimap_event_1,이벤트 무기든 길티네,2
151178,npc_goldpig,,minimap_event_1,황금돼지,2
152000,npc_husband_1,,None,평범한 남편,2
152001,npc_wife_1,,None,평범한 아내,2
152002,npc_oldman_1,,None,평범한 노인,2
152003,secret_warp_npc,,None,비밀의 공간 워프용,2
152004,npc_henrika,,minimap_collection,헤느리카,2
152005,npc_rena,,minimap_journal,레나,2
152006,npc_pilgrim_alter_01,,None,반쯤 파괴 된 제단,2
152007,npc_pilgrim_board,,None,알림판,2
152008,npc_pilgrim_shrine,,None,성소 오브젝트,2
152009,npc_pilgrim_tomb,,None,순례자NPC 여자의 무덤,2
