$ID,$ID_NAME,BonusBoots,BonusGloves,BonusSubWeapon,BonusTopAndBottom,BonusWeapon,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Skill,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeGem,Weight
643585,Gem_Wizard_Surespell,None,None,None,"[{""Stat"": ""\uc288\uc5b4\uc2a4\ud3a0 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20006,삭제된 젬,100,0.0,0.0,TTTT,12,0,1.0
643586,Gem_Wizard_MagicMissile,"[{""Stat"": ""\ub9e4\uc9c1 \ubbf8\uc0ac\uc77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ub9e4\uc9c1 \ubbf8\uc0ac\uc77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ub9e4\uc9c1 \ubbf8\uc0ac\uc77c \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ub9e4\uc9c1 \ubbf8\uc0ac\uc77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20007,매직 미사일 젬,100,0.0,0.0,TTTT,12,0,1.0
643587,Gem_Pyromancer_FireBall,"[{""Stat"": ""\ud30c\uc774\uc5b4\ubcfc \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud30c\uc774\uc5b4\ubcfc \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud30c\uc774\uc5b4\ubcfc \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud30c\uc774\uc5b4\ubcfc \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20101,파이어볼 젬,100,0.0,0.0,TTTT,12,0,1.0
643588,Gem_Pyromancer_FireWall,"[{""Stat"": ""\ud30c\uc774\uc5b4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud30c\uc774\uc5b4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud30c\uc774\uc5b4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud30c\uc774\uc5b4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20102,파이어 월 젬,100,0.0,0.0,TTTT,12,0,1.0
643589,Gem_Pyromancer_EnchantFire,"[{""Stat"": ""\uc778\ucc48\ud2b8 \ud30c\uc774\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc778\ucc48\ud2b8 \ud30c\uc774\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc778\ucc48\ud2b8 \ud30c\uc774\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc778\ucc48\ud2b8 \ud30c\uc774\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20103,인챈트 파이어 젬,100,0.0,0.0,TTTT,12,0,1.0
643590,Gem_Pyromancer_Flare,"[{""Stat"": ""\ud50c\ub808\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud50c\ub808\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud50c\ub808\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud50c\ub808\uc5b4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20104,삭제된 젬,100,0.0,0.0,TTTT,12,0,1.0
643591,Gem_Pyromancer_FlameGround,"[{""Stat"": ""\ud50c\ub808\uc784 \uadf8\ub77c\uc6b4\ub4dc \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud50c\ub808\uc784 \uadf8\ub77c\uc6b4\ub4dc \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud50c\ub808\uc784 \uadf8\ub77c\uc6b4\ub4dc \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud50c\ub808\uc784 \uadf8\ub77c\uc6b4\ub4dc \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20107,플레임 그라운드 젬,100,0.0,0.0,TTTT,12,0,1.0
643592,Gem_Pyromancer_FirePillar,"[{""Stat"": ""\ud30c\uc774\uc5b4 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud30c\uc774\uc5b4 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud30c\uc774\uc5b4 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud30c\uc774\uc5b4 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20105,파이어 필라 젬,100,0.0,0.0,TTTT,12,0,1.0
643593,Gem_Pyromancer_HellBreath,"[{""Stat"": ""\ud5ec \ube0c\ub808\uc4f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud5ec \ube0c\ub808\uc4f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud5ec \ube0c\ub808\uc4f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud5ec \ube0c\ub808\uc4f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20106,헬 브레쓰 젬,100,0.0,0.0,TTTT,12,0,1.0
643594,Gem_Cryomancer_IceBolt,"[{""Stat"": ""\uc544\uc774\uc2a4\ubcfc\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4\ubcfc\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4\ubcfc\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc544\uc774\uc2a4\ubcfc\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20201,아이스볼트 젬,100,0.0,0.0,TTTT,12,0,1.0
643595,Gem_Cryomancer_IciclePike,"[{""Stat"": ""\uc544\uc774\uc2a4 \ud30c\uc774\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4 \ud30c\uc774\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4 \ud30c\uc774\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc544\uc774\uc2a4 \ud30c\uc774\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20202,아이스 파이크 젬,100,0.0,0.0,TTTT,12,0,1.0
643596,Gem_Cryomancer_IceWall,"[{""Stat"": ""\uc544\uc774\uc2a4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc544\uc774\uc2a4 \uc6d4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20203,아이스 월 젬,100,0.0,0.0,TTTT,12,0,1.0
643597,Gem_Cryomancer_IceBlast,"[{""Stat"": ""\uc544\uc774\uc2a4 \ube14\ub798\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4 \ube14\ub798\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc544\uc774\uc2a4 \ube14\ub798\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc544\uc774\uc2a4 \ube14\ub798\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20204,아이스 블래스트 젬,100,0.0,0.0,TTTT,12,0,1.0
643598,Gem_Cryomancer_Gust,"[{""Stat"": ""\uac70\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uac70\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uac70\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uac70\uc2a4\ud2b8 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20206,삭제된 젬,100,0.0,0.0,TTTT,12,0,1.0
643599,Gem_Cryomancer_SnowRolling,"[{""Stat"": ""\uc2a4\ub178\uc6b0 \ub864\ub9c1 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc2a4\ub178\uc6b0 \ub864\ub9c1 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,None,None,"소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20207,스노우 롤링 젬,100,0.0,0.0,TTTT,12,0,1.0
643600,Gem_Cryomancer_FrostPillar,"[{""Stat"": ""\ud504\ub85c\uc2a4\ud2b8 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud504\ub85c\uc2a4\ud2b8 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud504\ub85c\uc2a4\ud2b8 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud504\ub85c\uc2a4\ud2b8 \ud544\ub77c \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20208,프로스트 필라 젬,100,0.0,0.0,TTTT,12,0,1.0
643601,Gem_Psychokino_PsychicPressure,"[{""Stat"": ""\uc0ac\uc774\ud0a5 \ud504\ub808\uc154 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0ac\uc774\ud0a5 \ud504\ub808\uc154 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0ac\uc774\ud0a5 \ud504\ub808\uc154 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc0ac\uc774\ud0a5 \ud504\ub808\uc154 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20301,사이킥 프레셔 젬,100,0.0,0.0,TTTT,12,0,1.0
643602,Gem_Psychokino_Telekinesis,"[{""Stat"": ""\ud154\ub808\ud0a4\ub124\uc2dc\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud154\ub808\ud0a4\ub124\uc2dc\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud154\ub808\ud0a4\ub124\uc2dc\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud154\ub808\ud0a4\ub124\uc2dc\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20302,삭제된 젬,100,0.0,0.0,TTTT,12,0,1.0
643603,Gem_Psychokino_Swap,"[{""Stat"": ""\uc2a4\uc651 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc2a4\uc651 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,None,None,"소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20303,스왑 젬,100,0.0,0.0,TTTT,12,0,1.0
643604,Gem_Psychokino_Teleportation,"[{""Stat"": ""\ud154\ub808\ud3ec\ud14c\uc774\uc158 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud154\ub808\ud3ec\ud14c\uc774\uc158 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,None,None,"소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20304,텔레포테이션 젬,100,0.0,0.0,TTTT,12,0,1.0
643605,Gem_Psychokino_MagneticForce,"[{""Stat"": ""\ub9c8\uadf8\ub124\ud2f1 \ud3ec\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ub9c8\uadf8\ub124\ud2f1 \ud3ec\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ub9c8\uadf8\ub124\ud2f1 \ud3ec\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ub9c8\uadf8\ub124\ud2f1 \ud3ec\uc2a4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20305,마그네틱 포스 젬,100,0.0,0.0,TTTT,12,0,1.0
643606,Gem_Psychokino_Raise,"[{""Stat"": ""\ub808\uc774\uc988 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ub808\uc774\uc988 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ub808\uc774\uc988 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ub808\uc774\uc988 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20306,레이즈 젬,100,0.0,0.0,TTTT,12,0,1.0
643607,Gem_Psychokino_GravityPole,"[{""Stat"": ""\uadf8\ub77c\ube44\ud2f0 \ud3f4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uadf8\ub77c\ube44\ud2f0 \ud3f4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uadf8\ub77c\ube44\ud2f0 \ud3f4 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uadf8\ub77c\ube44\ud2f0 \ud3f4 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20307,그라비티 폴 젬,100,0.0,0.0,TTTT,12,0,1.0
643608,Gem_Sorcerer_Summoning,"[{""Stat"": ""\uc11c\ubaa8\ub2dd \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc11c\ubaa8\ub2dd \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc11c\ubaa8\ub2dd \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc11c\ubaa8\ub2dd \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20701,서모닝 젬,100,0.0,0.0,TTTT,12,0,1.0
643609,Gem_Sorcerer_SummonFamiliar,"[{""Stat"": ""\uc0ac\uc5ed\ub9c8 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0ac\uc5ed\ub9c8 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0ac\uc5ed\ub9c8 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc0ac\uc5ed\ub9c8 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20706,사역마 소환 젬,100,0.0,0.0,TTTT,12,0,1.0
643610,Gem_Sorcerer_SummonSalamion,"[{""Stat"": ""\uc0b4\ub77c\ubbf8\uc628 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0b4\ub77c\ubbf8\uc628 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0b4\ub77c\ubbf8\uc628 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc0b4\ub77c\ubbf8\uc628 \uc18c\ud658 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20707,살라미온 소환 젬,100,0.0,0.0,TTTT,12,0,1.0
643611,Gem_Linker_Physicallink,"[{""Stat"": ""\ud53c\uc9c0\uceec \ub9c1\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud53c\uc9c0\uceec \ub9c1\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud53c\uc9c0\uceec \ub9c1\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud53c\uc9c0\uceec \ub9c1\ud06c \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_scout,None,None,None,None,None,None,None,50702,피지컬 링크 젬,100,0.0,0.0,TTTT,12,0,1.0
643612,Gem_Linker_JointPenalty,"[{""Stat"": ""\uc870\uc778\ud2b8 \ud398\ub110\ud2f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc870\uc778\ud2b8 \ud398\ub110\ud2f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc870\uc778\ud2b8 \ud398\ub110\ud2f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc870\uc778\ud2b8 \ud398\ub110\ud2f0 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_scout,None,None,None,None,None,None,None,50703,조인트 페널티 젬,100,0.0,0.0,TTTT,12,0,1.0
643613,Gem_Linker_HangmansKnot,"[{""Stat"": ""\ud589\ub9e8\uc2a4 \ub0ab \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud589\ub9e8\uc2a4 \ub0ab \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud589\ub9e8\uc2a4 \ub0ab \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud589\ub9e8\uc2a4 \ub0ab \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_scout,None,None,None,None,None,None,None,50704,행맨스 낫 젬,100,0.0,0.0,TTTT,12,0,1.0
643614,Gem_Linker_SpiritualChain,"[{""Stat"": ""\uc2a4\ud53c\ub9ac\ucd94\uc5bc \uccb4\uc778 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc2a4\ud53c\ub9ac\ucd94\uc5bc \uccb4\uc778 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc2a4\ud53c\ub9ac\ucd94\uc5bc \uccb4\uc778 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc2a4\ud53c\ub9ac\ucd94\uc5bc \uccb4\uc778 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_scout,None,None,None,None,None,None,None,None,삭제된 젬,100,0.0,0.0,TTTT,12,0,1.0
643615,Gem_Linker_UmbilicalCord,"[{""Stat"": ""\uc0dd\uba85\uc904 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0dd\uba85\uc904 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc0dd\uba85\uc904 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc0dd\uba85\uc904 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_scout,None,None,None,None,None,None,None,50705,생명줄 젬,100,0.0,0.0,TTTT,12,0,1.0
643616,Gem_Chronomancer_Quicken,"[{""Stat"": ""\ud034\ud070 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud034\ud070 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud034\ud070 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud034\ud070 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,None,삭제된 젬,100,0.0,0.0,TTTT,12,0,1.0
643617,Gem_Chronomancer_Samsara,"[{""Stat"": ""\ud658\uc0dd \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud658\uc0dd \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\ud658\uc0dd \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\ud658\uc0dd \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20802,환생 젬,100,0.0,0.0,TTTT,12,0,1.0
643618,Gem_Chronomancer_Stop,"[{""Stat"": ""\uc2a4\ud1b1 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc2a4\ud1b1 \uc2a4\ud0ac \ub808\ubca8 +1""}]","[{""Stat"": ""\uc2a4\ud1b1 \uc2a4\ud0ac \ub808\ubca8 +1""}]",None,"[{""Stat"": ""\uc2a4\ud1b1 \uc2a4\ud0ac \ub808\ubca8 +1""}]","소켓에 장착하여 장비를 강화할 수 있습니다. 효과는 중복 적용 되지 않습니다. 마우스 오른쪽 클릭 후, 원하는 장비를 선택하여 장착합니다.",icon_item_sklgem_wizerd,None,None,None,None,None,None,None,20803,스톱 젬,100,0.0,0.0,TTTT,12,0,1.0
