$ID,$ID_NAME,Description,DescriptionRequired,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skills,Name,Unlock,UnlockArgs,UpgradePrice
101023,Swordman31,"* [리버레이트]의 지속시간이 12초로 줄어드는 대신, 적에게 주는 대미지가 50% 증가됩니다.{nl}",{nl}{b}캐릭터 1레벨 이상{b},ability_warrior_swordman31,True,1,None,[10010],리버레이트: 각성,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",[15]
101024,Swordman32,"* [리버레이트]의 지속시간이 6초로 줄어드는 대신, 적에게 받는 피해가 50% 감소됩니다.{nl}",{nl}{b}캐릭터 1레벨 이상{b},ability_warrior_swordman32,True,1,None,[10010],리버레이트: 인내,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}",[15]
101025,Swordman33,"* [쓰러스트]의 오버히트가 2로 변경되고, 사용 시 현재 대상 적을 향해 돌진하고 대상에게 피해를 줍니다.{nl}",{nl}{b}소드맨 클래스 15레벨 달성{b},ability_warrior_swordman33,True,1,None,[10001],[아츠] 쓰러스트: 돌진,"[""var curJobClsName = pc.JobName;"", ""var curJobLv = GetJobLevelByName(pc, curJobClsName);"", """", ""if (jobClassName == curJobClsName) {"", """", ""    if (curJobLv < limitLevel) {"", ""        return \""LOCK_GRADE\"";"", ""    }"", """", ""}"", """", ""return \""UNLOCK\"";""]","{""1001"": {""UnlockArgNum"": ""15"", ""UnlockArgStr"": ""Char1_1""}}",[36000]
101026,Swordman34,* [쓰러스트]의 스킬 계수가 특성 레벨당 1.25% 증가{nl},{nl}{b}[쓰러스트: 강화] 특성 65 레벨 달성{b},ability_warrior_swordman34,False,30,None,[10001],[아츠] 쓰러스트: 상급 강화,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman2""}}","[3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 9171, 9171, 9171, 9171, 9171, 9171, 9171, 9171, 9171, 9171]"
101027,Swordman35,* [배시]의 스킬 계수가 특성 레벨당 1.25% 증가{nl},{nl}{b}[배시: 강화] 특성 65 레벨 달성{b},ability_warrior_swordman35,False,30,None,[10002],[아츠] 배시: 상급 강화,"[""var abil = GetAbility(pc, abilName)"", """", ""if (TryGetProp(abil, \""Level\"", 0) >= tonumber(limitLevel)) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgNum"": ""65"", ""UnlockArgStr"": ""Swordman1""}}","[3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 3057, 9171, 9171, 9171, 9171, 9171, 9171, 9171, 9171, 9171, 9171]"
102001,Peltasta11,* [림 블로]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}림 블로 1레벨 이상{b},ability_warrior_peltasta11,False,100,None,[10102],림 블로: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102007,Peltasta13,"* [가디언]의 물리, 마법 피해 감소 효과가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl}",{nl}{b}가디언 1레벨 이상{b},ability_warrior_peltasta13,False,100,None,[10104],가디언: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Guardian""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102008,Peltasta14,* [실드 로브]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}실드 로브 1레벨 이상{b},ability_warrior_peltasta14,False,100,None,[10105],실드 로브: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_ShieldLob""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102012,Impact,* 스킬 [림 블로]에 피격된 적에게 특성 레벨당 5% 확률로 3초 동안 [스턴]{nl}* SP 소모 30%증가{nl},{nl}{b}림 블로 5레벨 이상{b},ability_warrior_peltasta3,True,5,None,[10102],림 블로: 스턴,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""5"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}","[60, 65, 70, 75, 80]"
102014,Peltasta5,"* [방패] 착용 시 블록이 특성 레벨 당 1.5% 증가하고, 블록에 성공하면 상대에게 5초 동안 빈틈 디버프 부여{nl}빈틈 디버프 : 블록, 회피 20% 감소, 물리, 마법 방어력 10% 감소{nl}",{nl}{b}캐릭터 100레벨 이상{b}{nl}{b}캐릭터 100레벨 이상{b}{nl}{b}캐릭터 100레벨 이상{b},ability_warrior_peltasta5,False,10,"[1003, 1010, 1012]",None,방패 마스터리: 블록 특화,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1010"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}, ""1012"": {""UnlockArgNum"": ""100"", ""UnlockArgStr"": """"}}","[12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30]"
102016,Peltasta10,* 방패 착용 후 C 버튼으로 [가드] 사용 가능{nl}* [가드]가 활성화 되어 있는 동안 캐릭터의 물리 방어력이 특성 레벨당 10% 증가{nl}* 친선대결 및 PVP 중 피격 시 해제되며 재사용 대기시간 3초 적용{nl},{nl}{b}캐릭터 200레벨 이상{b},ability_warrior_peltasta10,True,5,[1003],None,가드: 방어력,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}","[48, 52, 56, 60, 64]"
102024,Peltasta27,* [랑고르트]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}랑고르트 1레벨 이상{b},ability_warrior_peltasta27,False,100,None,[10109],랑고르트: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_Langort""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102027,Peltasta32,* 스킬 [스워시 버클링] 지속시간이 특성 레벨당 1초 증가{nl}* SP 소모 10% 증가{nl},{nl}{b}캐릭터 200레벨 이상{b},ability_warrior_peltasta32,True,5,None,[10103],스워시 버클링: 위협 유지,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""200"", ""UnlockArgStr"": """"}}","[48, 52, 56, 60, 64]"
102028,Peltasta31,* 펠타스타 스킬로 적을 공격할 때 얻는 위협도가 2배로 적용{nl},{nl}{b}캐릭터 300레벨 이상{b},ability_warrior_peltasta31,True,1,[1003],None,펠타스타: 도발의 정석,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""300"", ""UnlockArgStr"": """"}}",[108]
102031,Peltasta35,* 스킬 [림 블로]의 넉백 제거{nl}* SP 소모 20%증가{nl},{nl}{b}림 블로 3레벨 이상{b},ability_warrior_peltasta35,True,1,None,[10102],림 블로: 넉백 제거,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""3"", ""UnlockArgStr"": ""Peltasta_RimBlow""}}",[60]
102032,Peltasta36,* 특성 레벨당 [하이 가드]의 블록과 치명타 저항 증가 효과가 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}하이 가드 1레벨 이상{b},ability_warrior_peltasta36,False,100,None,[10106],하이 가드: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HighGuard""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102033,Peltasta37,* 특성 레벨당 [하드 실드]의 방어력 증가 효과가 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}하드 실드 1레벨 이상{b},ability_warrior_peltasta37,False,100,None,[10110],하드 실드: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": ""Peltasta_HardShield""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102034,Peltasta38,* [림 블로] / [실드 로브] / [양손 찌르기] / [랑고르트]{nl}* 해당 스킬은 방패 물리 방어력의 [특성레벨]*3% 만큼 공격력에 추가 적용{nl}* 양손 찌르기의 경우 습득한 여러 방패타격술 특성 중 가장 높은 레벨인 특성이 적용됨{nl},{nl}{b}캐릭터 1레벨 이상{b},ability_warrior_peltasta38,True,5,None,"[10102, 10105, 10109, 10304]",펠타스타: 방패타격술,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgNum"": ""1"", ""UnlockArgStr"": """"}}","[11, 12, 13, 14, 15]"
